img_id,imgSize,bbox_coord,bbox_area,bbox_category,num_box
7794.png,"(1622, 626)","[[968, 401, 8, 8]]",[64],[1],1
7795.png,"(1622, 626)","[[1098, 293, 28, 22]]",[616],[6],1
7798.png,"(1622, 626)","[[912, 76, 43, 48]]",[2064],[2],1
7801.png,"(1622, 626)","[[538, 216, 11, 10], [539, 227, 10, 11]]","[110, 110]","[1, 7]",2
7802.png,"(1622, 626)","[[656, 323, 10, 9], [656, 333, 10, 11]]","[90, 110]","[1, 7]",2
7803.png,"(1622, 626)","[[1216, 43, 31, 25], [1212, 68, 29, 24], [1368, 88, 6, 4], [1368, 92, 6, 4]]","[775, 696, 24, 24]","[1, 7, 1, 7]",4
7804.png,"(1622, 626)","[[676, 193, 23, 20]]",[460],[6],1
7806.png,"(1622, 626)","[[852, 389, 10, 9]]",[90],[6],1
7810.png,"(1622, 626)","[[786, 417, 14, 12]]",[168],[6],1
7814.png,"(1622, 626)","[[513, 452, 37, 40]]",[1480],[1],1
7816.png,"(1622, 626)","[[840, 176, 11, 11], [799, 178, 9, 10]]","[121, 90]","[1, 1]",2
7817.png,"(1622, 626)","[[1220, 427, 21, 15]]",[315],[6],1
7818.png,"(1622, 626)","[[870, 226, 17, 17]]",[289],[2],1
7822.png,"(1622, 626)","[[514, 293, 14, 11]]",[154],[6],1
7824.png,"(1622, 626)","[[832, 348, 17, 16], [940, 329, 29, 28]]","[272, 812]","[2, 6]",2
7825.png,"(1622, 626)","[[934, 295, 20, 20], [937, 316, 15, 14]]","[400, 210]","[2, 6]",2
7828.png,"(1622, 626)","[[1087, 272, 18, 17]]",[306],[6],1
7830.png,"(1622, 626)","[[1201, 109, 17, 14], [1222, 109, 19, 15], [1244, 108, 19, 16], [1521, 79, 37, 25], [1014, 99, 6, 7]]","[238, 285, 304, 925, 42]","[6, 6, 6, 6, 1]",5
7832.png,"(1622, 626)","[[735, 490, 22, 20], [665, 489, 9, 9]]","[440, 81]","[6, 6]",2
7833.png,"(1622, 626)","[[814, 405, 22, 20]]",[440],[6],1
7835.png,"(1622, 626)","[[648, 197, 8, 8], [649, 205, 7, 7], [770, 197, 5, 5], [778, 197, 7, 6]]","[64, 49, 25, 42]","[1, 7, 5, 5]",4
7836.png,"(1622, 626)","[[822, 460, 11, 10], [822, 448, 11, 10]]","[110, 110]","[5, 2]",2
7837.png,"(1622, 626)","[[1115, 437, 30, 27]]",[810],[6],1
7841.png,"(1622, 626)","[[1448, 418, 20, 14], [1354, 427, 10, 8]]","[280, 80]","[6, 6]",2
7842.png,"(1622, 626)","[[595, 183, 10, 10], [595, 194, 10, 11]]","[100, 110]","[1, 7]",2
7848.png,"(1622, 626)","[[626, 432, 13, 11]]",[143],[6],1
7850.png,"(1622, 626)","[[786, 390, 16, 15]]",[240],[6],1
7851.png,"(1622, 626)","[[820, 409, 44, 40]]",[1760],[6],1
7855.png,"(1622, 626)","[[973, 454, 53, 49]]",[2597],[6],1
7860.png,"(1622, 626)","[[669, 487, 8, 7]]",[56],[6],1
7864.png,"(1622, 626)","[[523, 258, 15, 13], [562, 260, 16, 14]]","[195, 224]","[2, 5]",2
7866.png,"(1622, 626)","[[751, 266, 8, 6], [751, 272, 8, 8]]","[48, 64]","[1, 7]",2
7867.png,"(1622, 626)","[[1533, 390, 28, 36], [1524, 353, 29, 33], [800, 393, 11, 11], [458, 385, 10, 11], [193, 357, 13, 11], [189, 369, 16, 13]]","[1008, 957, 121, 110, 143, 208]","[2, 5, 2, 1, 5, 2]",6
7868.png,"(1622, 626)","[[404, 178, 50, 44], [402, 134, 50, 45], [143, 180, 55, 42]]","[2200, 2250, 2310]","[5, 5, 3]",3
7871.png,"(1622, 626)","[[1267, 413, 121, 112]]",[13552],[6],1
7873.png,"(1622, 626)","[[892, 503, 16, 16]]",[256],[6],1
7875.png,"(1622, 626)","[[853, 422, 8, 8], [983, 419, 8, 7], [247, 426, 13, 12], [280, 434, 9, 7]]","[64, 56, 156, 63]","[1, 5, 1, 6]",4
7877.png,"(1622, 626)","[[873, 479, 20, 20]]",[400],[6],1
7878.png,"(1622, 626)","[[713, 425, 13, 12]]",[156],[6],1
7881.png,"(1622, 626)","[[592, 309, 23, 21]]",[483],[6],1
7883.png,"(1622, 626)","[[1233, 430, 13, 11]]",[143],[6],1
7886.png,"(1622, 626)","[[141, 124, 122, 123]]",[15006],[1],1
7892.png,"(1622, 626)","[[259, 405, 9, 7], [259, 412, 9, 7]]","[63, 63]","[1, 7]",2
7893.png,"(1622, 626)","[[686, 487, 15, 14], [645, 494, 7, 6]]","[210, 42]","[6, 6]",2
7896.png,"(1622, 626)","[[942, 199, 28, 28]]",[784],[2],1
7897.png,"(1622, 626)","[[928, 231, 40, 40]]",[1600],[2],1
7899.png,"(1622, 626)","[[1473, 356, 22, 15], [1473, 339, 19, 15]]","[330, 285]","[5, 5]",2
7900.png,"(1622, 626)","[[667, 269, 14, 16], [510, 267, 7, 7], [510, 275, 6, 6]]","[224, 49, 36]","[2, 1, 7]",3
7902.png,"(1622, 626)","[[560, 354, 14, 13], [559, 370, 14, 13]]","[182, 182]","[1, 7]",2
7908.png,"(1622, 626)","[[932, 245, 36, 33], [793, 265, 12, 10]]","[1188, 120]","[6, 6]",2
7910.png,"(1622, 626)","[[997, 313, 13, 10]]",[130],[6],1
7911.png,"(1622, 626)","[[931, 440, 12, 10], [931, 429, 11, 9]]","[120, 99]","[6, 6]",2
7917.png,"(1622, 626)","[[940, 487, 17, 18]]",[306],[2],1
7918.png,"(1622, 626)","[[1268, 250, 23, 22]]",[506],[5],1
7920.png,"(1622, 626)","[[995, 381, 44, 45], [844, 433, 16, 15], [843, 414, 17, 15]]","[1980, 240, 255]","[2, 6, 6]",3
7930.png,"(1622, 626)","[[536, 377, 13, 10]]",[130],[6],1
7931.png,"(1622, 626)","[[398, 123, 63, 59], [398, 182, 65, 58]]","[3717, 3770]","[1, 7]",2
7932.png,"(1622, 626)","[[1257, 296, 125, 195], [426, 415, 33, 30]]","[24375, 990]","[6, 5]",2
7933.png,"(1622, 626)","[[808, 337, 13, 11]]",[143],[6],1
7939.png,"(1622, 626)","[[679, 422, 20, 18]]",[360],[6],1
7944.png,"(1622, 626)","[[1038, 269, 18, 18], [1062, 272, 19, 19], [1090, 274, 19, 20]]","[324, 361, 380]","[4, 4, 4]",3
7947.png,"(1622, 626)","[[679, 227, 44, 43]]",[1892],[6],1
7948.png,"(1622, 626)","[[1003, 405, 5, 4]]",[20],[1],1
7949.png,"(1622, 626)","[[748, 403, 35, 32], [631, 424, 10, 8]]","[1120, 80]","[6, 6]",2
7953.png,"(1622, 626)","[[1051, 317, 41, 32]]",[1312],[6],1
7955.png,"(1622, 626)","[[639, 402, 25, 20]]",[500],[6],1
7956.png,"(1622, 626)","[[1070, 186, 63, 52], [1513, 23, 70, 72]]","[3276, 5040]","[6, 4]",2
7959.png,"(1622, 626)","[[892, 180, 28, 25]]",[700],[6],1
7960.png,"(1622, 626)","[[953, 407, 7, 7]]",[49],[1],1
7961.png,"(1622, 626)","[[1001, 204, 31, 26], [1002, 167, 31, 27], [776, 167, 16, 16], [777, 150, 16, 17], [405, 177, 25, 25]]","[806, 837, 256, 272, 625]","[6, 6, 5, 4, 6]",5
7962.png,"(1622, 626)","[[871, 405, 14, 15]]",[210],[1],1
7967.png,"(1622, 626)","[[879, 384, 42, 37], [791, 409, 14, 12], [773, 425, 9, 8]]","[1554, 168, 72]","[6, 6, 6]",3
7969.png,"(1622, 626)","[[614, 447, 25, 23]]",[575],[6],1
7971.png,"(1622, 626)","[[748, 293, 10, 10]]",[100],[2],1
7978.png,"(1622, 626)","[[455, 439, 10, 12], [888, 424, 10, 10], [1045, 420, 7, 7]]","[120, 100, 49]","[5, 1, 5]",3
7980.png,"(1622, 626)","[[1435, 203, 127, 100]]",[12700],[6],1
7981.png,"(1622, 626)","[[553, 178, 66, 58]]",[3828],[6],1
7983.png,"(1622, 626)","[[286, 265, 56, 49], [277, 319, 59, 48]]","[2744, 2832]","[1, 7]",2
7985.png,"(1622, 626)","[[1064, 131, 27, 23], [1028, 138, 14, 14], [932, 131, 3, 3], [932, 135, 3, 3]]","[621, 196, 9, 9]","[6, 6, 1, 7]",4
7986.png,"(1622, 626)","[[807, 408, 9, 9]]",[81],[6],1
7991.png,"(1622, 626)","[[630, 402, 10, 9]]",[90],[6],1
7992.png,"(1622, 626)","[[1241, 252, 92, 103]]",[9476],[6],1
7993.png,"(1622, 626)","[[757, 311, 19, 16], [642, 325, 5, 5]]","[304, 25]","[6, 6]",2
7994.png,"(1622, 626)","[[910, 222, 60, 61], [490, 248, 9, 8], [490, 256, 9, 8]]","[3660, 72, 72]","[6, 1, 7]",3
8000.png,"(1622, 626)","[[708, 433, 17, 16]]",[272],[6],1
8002.png,"(1622, 626)","[[862, 367, 7, 6]]",[42],[6],1
8008.png,"(1622, 626)","[[697, 438, 13, 11], [686, 440, 9, 9]]","[143, 81]","[6, 6]",2
8009.png,"(1622, 626)","[[800, 242, 14, 14]]",[196],[3],1
8010.png,"(1622, 626)","[[485, 308, 23, 21], [696, 321, 10, 8], [663, 324, 5, 5]]","[483, 80, 25]","[1, 6, 6]",3
8012.png,"(1622, 626)","[[754, 301, 13, 13]]",[169],[3],1
8027.png,"(1622, 626)","[[877, 169, 30, 32]]",[960],[5],1
8029.png,"(1622, 626)","[[326, 257, 28, 21]]",[588],[6],1
8030.png,"(1622, 626)","[[1020, 310, 21, 16]]",[336],[6],1
8032.png,"(1622, 626)","[[905, 309, 16, 16], [824, 309, 6, 6]]","[256, 36]","[3, 2]",2
8033.png,"(1622, 626)","[[1538, 136, 40, 24]]",[960],[6],1
8039.png,"(1622, 626)","[[563, 360, 6, 6], [563, 367, 6, 5]]","[36, 30]","[1, 7]",2
8040.png,"(1622, 626)","[[1425, 147, 13, 9]]",[117],[6],1
8041.png,"(1622, 626)","[[824, 315, 13, 13]]",[169],[6],1
8043.png,"(1622, 626)","[[1007, 383, 9, 10], [998, 395, 5, 5]]","[90, 25]","[4, 5]",2
8046.png,"(1622, 626)","[[757, 379, 8, 9]]",[72],[5],1
8048.png,"(1622, 626)","[[1340, 172, 54, 35]]",[1890],[6],1
8053.png,"(1622, 626)","[[677, 261, 12, 12], [677, 274, 12, 11]]","[144, 132]","[1, 7]",2
8059.png,"(1622, 626)","[[791, 341, 8, 6]]",[48],[6],1
8061.png,"(1622, 626)","[[618, 439, 17, 14]]",[238],[6],1
8063.png,"(1622, 626)","[[903, 392, 34, 28]]",[952],[6],1
8065.png,"(1622, 626)","[[1035, 426, 28, 22], [1204, 326, 59, 45]]","[616, 2655]","[6, 6]",2
8070.png,"(1622, 626)","[[568, 317, 11, 10]]",[110],[1],1
8072.png,"(1622, 626)","[[898, 243, 23, 23], [602, 237, 13, 13]]","[529, 169]","[5, 5]",2
8075.png,"(1622, 626)","[[653, 282, 7, 8]]",[56],[3],1
8082.png,"(1622, 626)","[[806, 210, 16, 28], [807, 239, 13, 21]]","[448, 273]","[3, 6]",2
8084.png,"(1622, 626)","[[633, 326, 15, 15], [826, 339, 11, 10]]","[225, 110]","[1, 6]",2
8085.png,"(1622, 626)","[[1433, 75, 105, 67], [753, 83, 21, 23]]","[7035, 483]","[6, 2]",2
8086.png,"(1622, 626)","[[711, 509, 16, 14]]",[224],[6],1
8088.png,"(1622, 626)","[[890, 335, 184, 83]]",[15272],[7],1
8090.png,"(1622, 626)","[[1055, 292, 59, 51]]",[3009],[6],1
8091.png,"(1622, 626)","[[666, 339, 8, 7]]",[56],[6],1
8093.png,"(1622, 626)","[[706, 356, 19, 20]]",[380],[2],1
8095.png,"(1622, 626)","[[354, 424, 17, 15], [338, 426, 13, 11]]","[255, 143]","[6, 5]",2
8102.png,"(1622, 626)","[[452, 308, 9, 8], [451, 316, 9, 8]]","[72, 72]","[1, 7]",2
8103.png,"(1622, 626)","[[857, 283, 17, 13]]",[221],[6],1
8105.png,"(1622, 626)","[[545, 321, 23, 20]]",[460],[6],1
8106.png,"(1622, 626)","[[698, 379, 67, 62]]",[4154],[6],1
8109.png,"(1622, 626)","[[1177, 336, 34, 35]]",[1190],[6],1
8111.png,"(1622, 626)","[[303, 302, 32, 26]]",[832],[5],1
8113.png,"(1622, 626)","[[674, 525, 10, 11]]",[110],[5],1
8117.png,"(1622, 626)","[[377, 178, 39, 33], [379, 212, 37, 32]]","[1287, 1184]","[1, 7]",2
8118.png,"(1622, 626)","[[516, 418, 15, 15]]",[225],[6],1
8120.png,"(1622, 626)","[[865, 245, 22, 22], [892, 245, 22, 22], [918, 246, 22, 21]]","[484, 484, 462]","[4, 4, 4]",3
8122.png,"(1622, 626)","[[1309, 0, 152, 175], [766, 265, 11, 12]]","[26600, 132]","[7, 5]",2
8123.png,"(1622, 626)","[[851, 245, 10, 10], [835, 244, 12, 12], [866, 260, 10, 10], [865, 243, 13, 13], [984, 316, 7, 6]]","[100, 144, 100, 169, 42]","[4, 4, 5, 2, 2]",5
8127.png,"(1622, 626)","[[1496, 448, 34, 26]]",[884],[2],1
8130.png,"(1622, 626)","[[1516, 103, 22, 16]]",[352],[5],1
8131.png,"(1622, 626)","[[927, 264, 32, 32]]",[1024],[2],1
8133.png,"(1622, 626)","[[1025, 296, 21, 20]]",[420],[5],1
8135.png,"(1622, 626)","[[871, 362, 15, 13], [683, 369, 7, 7]]","[195, 49]","[6, 1]",2
8136.png,"(1622, 626)","[[608, 333, 27, 26], [607, 360, 26, 25]]","[702, 650]","[1, 7]",2
8138.png,"(1622, 626)","[[703, 311, 19, 18]]",[342],[6],1
8139.png,"(1622, 626)","[[745, 361, 15, 12]]",[180],[6],1
8143.png,"(1622, 626)","[[1334, 408, 29, 22]]",[638],[6],1
8146.png,"(1622, 626)","[[1164, 134, 92, 73], [1171, 41, 97, 76], [705, 122, 23, 25], [706, 96, 22, 24]]","[6716, 7372, 575, 528]","[6, 6, 5, 4]",4
8148.png,"(1622, 626)","[[1051, 418, 10, 9]]",[90],[1],1
8150.png,"(1622, 626)","[[1477, 106, 16, 11], [1474, 119, 15, 11]]","[176, 165]","[6, 6]",2
8153.png,"(1622, 626)","[[641, 367, 6, 5]]",[30],[6],1
8155.png,"(1622, 626)","[[1035, 83, 21, 18], [931, 93, 4, 4], [931, 98, 4, 3]]","[378, 16, 12]","[6, 1, 7]",3
8157.png,"(1622, 626)","[[895, 389, 63, 63]]",[3969],[6],1
8161.png,"(1622, 626)","[[1016, 282, 13, 11]]",[143],[2],1
8162.png,"(1622, 626)","[[1010, 417, 20, 19], [966, 432, 7, 6]]","[380, 42]","[6, 6]",2
8164.png,"(1622, 626)","[[41, 6, 106, 107], [41, 119, 118, 101]]","[11342, 11918]","[1, 7]",2
8166.png,"(1622, 626)","[[745, 194, 16, 17], [769, 194, 18, 17], [847, 174, 18, 18]]","[272, 306, 324]","[5, 4, 4]",3
8171.png,"(1622, 626)","[[695, 439, 15, 12]]",[180],[6],1
8176.png,"(1622, 626)","[[914, 367, 12, 10]]",[120],[6],1
8178.png,"(1622, 626)","[[966, 423, 33, 32]]",[1056],[6],1
8181.png,"(1622, 626)","[[1250, 337, 151, 143], [681, 434, 7, 7], [697, 430, 11, 9]]","[21593, 49, 99]","[6, 6, 6]",3
8182.png,"(1622, 626)","[[862, 297, 14, 15], [390, 316, 12, 18]]","[210, 216]","[2, 1]",2
8183.png,"(1622, 626)","[[1449, 124, 12, 9], [1348, 116, 8, 6], [1347, 122, 8, 6]]","[108, 48, 48]","[6, 1, 7]",3
8184.png,"(1622, 626)","[[12, 235, 28, 22], [12, 260, 30, 22], [1103, 268, 17, 16], [1104, 286, 18, 17], [587, 301, 7, 8], [569, 297, 9, 7], [435, 312, 13, 9], [435, 301, 11, 9], [434, 289, 12, 10]]","[616, 660, 272, 306, 56, 63, 117, 99, 120]","[1, 7, 1, 7, 5, 2, 5, 5, 5]",9
8188.png,"(1622, 626)","[[885, 321, 11, 11]]",[121],[6],1
8189.png,"(1622, 626)","[[779, 372, 14, 15], [647, 312, 14, 13]]","[210, 182]","[5, 3]",2
8191.png,"(1622, 626)","[[867, 417, 12, 10], [868, 402, 11, 12], [861, 409, 8, 7]]","[120, 132, 56]","[6, 6, 6]",3
8193.png,"(1622, 626)","[[600, 316, 9, 9]]",[81],[1],1
8194.png,"(1622, 626)","[[614, 281, 12, 9], [581, 287, 6, 5]]","[108, 30]","[6, 6]",2
8195.png,"(1622, 626)","[[474, 368, 10, 8], [474, 358, 10, 8], [473, 347, 10, 9], [832, 368, 8, 7], [808, 358, 8, 8], [809, 368, 7, 6], [691, 341, 6, 6], [701, 339, 7, 7], [710, 339, 6, 7]]","[80, 80, 90, 56, 64, 42, 36, 49, 42]","[6, 4, 2, 6, 2, 4, 4, 4, 4]",9
8196.png,"(1622, 626)","[[51, 453, 29, 29]]",[841],[2],1
8197.png,"(1622, 626)","[[722, 525, 23, 21]]",[483],[6],1
8198.png,"(1622, 626)","[[647, 342, 18, 16]]",[288],[6],1
8200.png,"(1622, 626)","[[768, 255, 43, 43]]",[1849],[6],1
8201.png,"(1622, 626)","[[985, 256, 19, 16]]",[304],[2],1
8202.png,"(1622, 626)","[[872, 145, 42, 41]]",[1722],[6],1
8203.png,"(1622, 626)","[[866, 197, 25, 23]]",[575],[6],1
8204.png,"(1622, 626)","[[1183, 219, 39, 89], [488, 281, 10, 9], [489, 291, 9, 8]]","[3471, 90, 72]","[2, 1, 7]",3
8206.png,"(1622, 626)","[[917, 247, 19, 19]]",[361],[2],1
8210.png,"(1622, 626)","[[841, 203, 16, 13]]",[208],[6],1
8211.png,"(1622, 626)","[[775, 240, 13, 11]]",[143],[6],1
8213.png,"(1622, 626)","[[950, 211, 13, 16]]",[208],[2],1
8215.png,"(1622, 626)","[[696, 172, 41, 42]]",[1722],[5],1
8218.png,"(1622, 626)","[[1080, 311, 28, 30], [618, 323, 6, 5]]","[840, 30]","[6, 1]",2
8219.png,"(1622, 626)","[[905, 345, 11, 10]]",[110],[2],1
8223.png,"(1622, 626)","[[568, 324, 19, 18], [566, 343, 20, 18], [823, 366, 27, 25]]","[342, 360, 675]","[1, 7, 2]",3
8231.png,"(1622, 626)","[[472, 73, 15, 12], [474, 87, 15, 14], [651, 114, 11, 11], [629, 59, 8, 7], [619, 58, 8, 8], [608, 58, 7, 8]]","[180, 210, 121, 56, 64, 56]","[1, 7, 2, 4, 4, 4]",6
8232.png,"(1622, 626)","[[1215, 388, 11, 18]]",[198],[6],1
8241.png,"(1622, 626)","[[778, 419, 10, 13]]",[130],[1],1
8245.png,"(1622, 626)","[[1069, 420, 7, 7]]",[49],[6],1
8248.png,"(1622, 626)","[[912, 395, 13, 13], [913, 409, 13, 12], [918, 423, 14, 14], [919, 438, 13, 12], [1307, 469, 12, 11], [1307, 481, 13, 11]]","[169, 156, 196, 156, 132, 143]","[2, 4, 5, 4, 2, 5]",6
8251.png,"(1622, 626)","[[719, 289, 11, 11]]",[121],[2],1
8254.png,"(1622, 626)","[[1150, 313, 46, 43]]",[1978],[6],1
8256.png,"(1622, 626)","[[1160, 149, 153, 175], [501, 317, 6, 5], [501, 323, 6, 5]]","[26775, 30, 30]","[6, 1, 7]",3
8258.png,"(1622, 626)","[[818, 227, 31, 25]]",[775],[6],1
8259.png,"(1622, 626)","[[908, 402, 19, 18], [909, 368, 18, 19], [250, 342, 34, 31], [241, 373, 39, 30]]","[342, 342, 1054, 1170]","[2, 2, 1, 7]",4
8260.png,"(1622, 626)","[[423, 390, 60, 81]]",[4860],[1],1
8261.png,"(1622, 626)","[[511, 180, 10, 10], [512, 190, 11, 10]]","[100, 110]","[1, 7]",2
8263.png,"(1622, 626)","[[832, 374, 91, 82]]",[7462],[6],1
8264.png,"(1622, 626)","[[197, 388, 17, 12], [196, 402, 17, 12]]","[204, 204]","[1, 7]",2
8265.png,"(1622, 626)","[[976, 536, 12, 11]]",[132],[6],1
8266.png,"(1622, 626)","[[461, 244, 16, 16]]",[256],[1],1
8271.png,"(1622, 626)","[[1166, 418, 12, 12]]",[144],[1],1
8272.png,"(1622, 626)","[[721, 385, 23, 20]]",[460],[6],1
8276.png,"(1622, 626)","[[610, 389, 8, 6]]",[48],[6],1
8279.png,"(1622, 626)","[[315, 354, 79, 81]]",[6399],[1],1
8280.png,"(1622, 626)","[[825, 330, 16, 15]]",[240],[6],1
8281.png,"(1622, 626)","[[1311, 136, 147, 129]]",[18963],[5],1
8290.png,"(1622, 626)","[[860, 420, 10, 9], [861, 409, 10, 10]]","[90, 100]","[4, 2]",2
8292.png,"(1622, 626)","[[807, 369, 12, 14], [807, 384, 13, 13]]","[168, 169]","[1, 7]",2
8302.png,"(1622, 626)","[[1087, 358, 41, 39], [849, 381, 8, 9]]","[1599, 72]","[6, 3]",2
8304.png,"(1622, 626)","[[761, 257, 10, 10]]",[100],[6],1
8309.png,"(1622, 626)","[[1007, 120, 19, 17], [1085, 108, 37, 32], [896, 112, 8, 8], [896, 121, 8, 8]]","[323, 1184, 64, 64]","[4, 6, 1, 7]",4
8310.png,"(1622, 626)","[[897, 284, 38, 50], [595, 211, 18, 34]]","[1900, 612]","[7, 5]",2
8313.png,"(1622, 626)","[[979, 264, 49, 47], [977, 320, 49, 41]]","[2303, 2009]","[2, 6]",2
8317.png,"(1622, 626)","[[442, 150, 33, 29]]",[957],[5],1
8323.png,"(1622, 626)","[[885, 0, 43, 43]]",[1849],[5],1
8326.png,"(1622, 626)","[[665, 487, 9, 9]]",[81],[6],1
8327.png,"(1622, 626)","[[1362, 571, 82, 54], [1496, 589, 58, 36]]","[4428, 2088]","[6, 6]",2
8336.png,"(1622, 626)","[[819, 208, 23, 24]]",[552],[3],1
8341.png,"(1622, 626)","[[724, 263, 6, 6]]",[36],[1],1
8342.png,"(1622, 626)","[[1486, 5, 87, 56]]",[4872],[3],1
8345.png,"(1622, 626)","[[816, 76, 34, 36], [856, 80, 32, 38], [894, 89, 33, 34]]","[1224, 1216, 1122]","[4, 4, 4]",3
8347.png,"(1622, 626)","[[809, 325, 24, 23]]",[552],[6],1
8348.png,"(1622, 626)","[[1428, 68, 17, 10]]",[170],[6],1
8349.png,"(1622, 626)","[[678, 436, 6, 6]]",[36],[6],1
8354.png,"(1622, 626)","[[774, 175, 17, 16]]",[272],[6],1
8357.png,"(1622, 626)","[[648, 280, 20, 18]]",[360],[6],1
8359.png,"(1622, 626)","[[851, 261, 25, 22]]",[550],[6],1
8360.png,"(1622, 626)","[[683, 522, 16, 16]]",[256],[6],1
8364.png,"(1622, 626)","[[913, 278, 16, 15], [914, 248, 15, 15]]","[240, 225]","[2, 2]",2
8370.png,"(1622, 626)","[[1007, 245, 11, 12], [429, 227, 10, 14], [1282, 210, 22, 33], [1327, 227, 22, 32]]","[132, 140, 726, 704]","[2, 2, 5, 2]",4
8373.png,"(1622, 626)","[[627, 251, 10, 9]]",[90],[6],1
8374.png,"(1622, 626)","[[624, 426, 18, 16]]",[288],[6],1
8375.png,"(1622, 626)","[[101, 196, 40, 32], [99, 230, 38, 30]]","[1280, 1140]","[1, 7]",2
8376.png,"(1622, 626)","[[953, 341, 23, 21]]",[483],[6],1
8383.png,"(1622, 626)","[[317, 285, 18, 15]]",[270],[3],1
8384.png,"(1622, 626)","[[920, 288, 15, 12]]",[180],[6],1
8385.png,"(1622, 626)","[[761, 338, 17, 16]]",[272],[6],1
8388.png,"(1622, 626)","[[822, 374, 30, 29]]",[870],[6],1
8391.png,"(1622, 626)","[[936, 318, 68, 65]]",[4420],[6],1
8395.png,"(1622, 626)","[[1301, 461, 94, 95]]",[8930],[6],1
8400.png,"(1622, 626)","[[398, 238, 21, 22], [401, 266, 18, 23]]","[462, 414]","[6, 6]",2
8407.png,"(1622, 626)","[[1074, 383, 36, 33]]",[1188],[5],1
8411.png,"(1622, 626)","[[882, 255, 9, 7]]",[63],[6],1
8415.png,"(1622, 626)","[[866, 325, 8, 8]]",[64],[6],1
8417.png,"(1622, 626)","[[713, 417, 12, 13]]",[156],[1],1
8418.png,"(1622, 626)","[[690, 279, 8, 7]]",[56],[6],1
8419.png,"(1622, 626)","[[641, 247, 15, 15], [642, 264, 16, 15]]","[225, 240]","[1, 7]",2
8427.png,"(1622, 626)","[[218, 328, 57, 43], [211, 374, 57, 46]]","[2451, 2622]","[1, 7]",2
8428.png,"(1622, 626)","[[672, 399, 9, 8], [671, 409, 9, 8]]","[72, 72]","[2, 5]",2
8431.png,"(1622, 626)","[[1064, 210, 82, 70], [892, 252, 25, 21]]","[5740, 525]","[6, 6]",2
8433.png,"(1622, 626)","[[497, 404, 7, 7], [496, 412, 7, 7]]","[49, 49]","[1, 7]",2
8437.png,"(1622, 626)","[[664, 237, 18, 17], [664, 255, 18, 17]]","[306, 306]","[1, 7]",2
8440.png,"(1622, 626)","[[243, 255, 19, 17], [242, 275, 21, 16]]","[323, 336]","[1, 7]",2
8445.png,"(1622, 626)","[[577, 212, 25, 25]]",[625],[5],1
8448.png,"(1622, 626)","[[773, 488, 15, 15], [774, 504, 14, 17]]","[225, 238]","[1, 7]",2
8452.png,"(1622, 626)","[[850, 301, 28, 29]]",[812],[7],1
8456.png,"(1622, 626)","[[632, 218, 14, 15]]",[210],[6],1
8457.png,"(1622, 626)","[[1301, 264, 22, 19], [1310, 218, 22, 17], [886, 0, 22, 22]]","[418, 374, 484]","[5, 5, 7]",3
8458.png,"(1622, 626)","[[1474, 145, 32, 23], [1469, 170, 33, 22]]","[736, 726]","[2, 4]",2
8460.png,"(1622, 626)","[[775, 405, 23, 20], [623, 389, 11, 10], [622, 401, 11, 10]]","[460, 110, 110]","[6, 1, 7]",3
8461.png,"(1622, 626)","[[954, 175, 38, 44], [876, 223, 9, 24], [809, 233, 13, 13]]","[1672, 216, 169]","[3, 1, 2]",3
8463.png,"(1622, 626)","[[1385, 323, 100, 82]]",[8200],[6],1
8469.png,"(1622, 626)","[[762, 378, 7, 7]]",[49],[6],1
8473.png,"(1622, 626)","[[402, 304, 11, 11], [400, 316, 12, 11]]","[121, 132]","[1, 7]",2
8484.png,"(1622, 626)","[[868, 304, 13, 13], [869, 319, 14, 14]]","[169, 196]","[4, 2]",2
8488.png,"(1622, 626)","[[792, 111, 16, 15]]",[240],[6],1
8492.png,"(1622, 626)","[[827, 299, 19, 19], [853, 303, 19, 19], [801, 295, 18, 20]]","[361, 361, 360]","[4, 4, 4]",3
8493.png,"(1622, 626)","[[1272, 181, 27, 20], [1271, 203, 26, 21]]","[540, 546]","[4, 2]",2
8496.png,"(1622, 626)","[[667, 335, 8, 8], [799, 342, 8, 6]]","[64, 48]","[1, 6]",2
8498.png,"(1622, 626)","[[600, 316, 13, 13]]",[169],[7],1
8499.png,"(1622, 626)","[[686, 288, 12, 11], [696, 276, 12, 13]]","[132, 156]","[2, 5]",2
8500.png,"(1622, 626)","[[1187, 535, 40, 33]]",[1320],[6],1
8502.png,"(1622, 626)","[[822, 288, 17, 17], [821, 255, 19, 18], [536, 276, 12, 12], [537, 289, 11, 12]]","[289, 342, 144, 132]","[2, 2, 1, 7]",4
8506.png,"(1622, 626)","[[904, 375, 13, 10], [904, 363, 13, 11], [904, 351, 12, 10], [852, 378, 7, 7]]","[130, 143, 120, 49]","[6, 6, 6, 2]",4
8507.png,"(1622, 626)","[[1227, 81, 30, 25], [1222, 110, 32, 22], [1520, 113, 31, 22]]","[750, 704, 682]","[1, 7, 6]",3
8509.png,"(1622, 626)","[[979, 398, 9, 9], [625, 406, 6, 9]]","[81, 54]","[1, 5]",2
8511.png,"(1622, 626)","[[604, 411, 28, 22]]",[616],[6],1
8512.png,"(1622, 626)","[[839, 238, 12, 12], [283, 204, 15, 17]]","[144, 255]","[2, 2]",2
8515.png,"(1622, 626)","[[820, 422, 8, 8]]",[64],[1],1
